iter	Logloss
403	0.508490396
404	0.5083404639
405	0.5081919581
406	0.5081012858
407	0.5079391873
408	0.5078878231
409	0.5077653733
410	0.5076906224
411	0.5076484556
412	0.5075355626
413	0.5074990785
414	0.5074813139
415	0.50730397
416	0.5072067138
417	0.5071219899
418	0.506998993
419	0.5069449527
420	0.5067767148
421	0.506564782
422	0.5064666832
423	0.5064088635
424	0.5062346323
425	0.5061212454
426	0.5059652893
427	0.5059244226
428	0.5057538037
429	0.5057241488
430	0.505528176
431	0.5054322894
432	0.5052281739
433	0.5050662138
434	0.504929011
435	0.5049217728
436	0.5047247542
437	0.504459033
438	0.5042419369
439	0.5039995164
440	0.5039873794
441	0.5038959709
442	0.503702551
443	0.5036923309
444	0.5036105523
445	0.5035000425
446	0.5034457869
447	0.5034373847
448	0.5033086171
449	0.5030847752
450	0.5029858436
451	0.5028423495
452	0.5027613255
453	0.5025625508
454	0.5023594533
455	0.5021872102
456	0.5020126693
457	0.5018961157
458	0.5017693993
459	0.5017469853
460	0.5016418539
461	0.5015296483
462	0.5013984871
463	0.5012168062
464	0.5011390608
465	0.5010589553
466	0.5009072408
467	0.5007392245
468	0.5006684707
469	0.5004944999
470	0.5003755539
471	0.5003720097
472	0.5003670714
473	0.5002609782
474	0.5000465841
475	0.499879008
476	0.4997436698
477	0.4996815605
478	0.4994770173
479	0.4992408602
480	0.499062567
481	0.4989767047
482	0.4989196177
483	0.4989143504
484	0.4988286856
485	0.4986572282
486	0.4985391145
487	0.4984334394
488	0.4982609009
489	0.4981330926
490	0.497993244
491	0.4978861527
492	0.4978356806
493	0.4976080136
494	0.4974109798
495	0.4972840424
496	0.497280626
497	0.4970767095
498	0.4968570725
499	0.4968491908
500	0.4967092087
501	0.4965499664
502	0.4964473276
503	0.4963844973
504	0.4962525078
505	0.4961238886
506	0.4960806407
507	0.4960696641
508	0.4959507536
509	0.4958775695
510	0.4956544942
511	0.4955927041
512	0.4955536241
513	0.4955320916
514	0.4954082534
515	0.4952322848
516	0.4951623643
517	0.4949680568
518	0.4947588429
519	0.4946394889
520	0.4945838088
521	0.4944850669
522	0.4944022477
523	0.4942458845
524	0.4942038046
525	0.4940650969
526	0.49398138
527	0.493954388
528	0.4939496841
529	0.4936482932
530	0.4935648678
531	0.493527645
532	0.4934652216
533	0.4934372692
534	0.4932666103
535	0.4931721923
536	0.4930438408
537	0.4929470831
538	0.4927408662
539	0.4925542796
540	0.4924297873
541	0.492291816
542	0.4922037478
543	0.4921502563
544	0.4920359604
545	0.4919581259
546	0.4918828453
547	0.4918648845
548	0.4917235824
549	0.4915924046
550	0.49149815
551	0.491361558
552	0.4910819287
553	0.4909385226
554	0.4908099936
555	0.4906122639
556	0.4905661113
557	0.4905177521
558	0.490476144
559	0.4903357269
560	0.4903319511
561	0.4901101151
562	0.490065879
563	0.4898784117
564	0.4898756098
565	0.4897958952
566	0.489648633
567	0.4894543801
568	0.4893181331
569	0.4891757294
570	0.4890696684
571	0.488970397
572	0.4888665778
573	0.4887056336
574	0.4885960675
575	0.4884377133
576	0.4882835058
577	0.4881705285
578	0.4879986402
579	0.4879796245
580	0.48788289
581	0.4876939988
582	0.487655325
583	0.4875478923
584	0.4875196814
585	0.4873730618
586	0.4872800366
587	0.4871555879
588	0.4870195717
589	0.486995286
590	0.4869508923
591	0.4869469463
592	0.4867911347
593	0.4867655583
594	0.4866593394
595	0.4864634206
596	0.4863903317
597	0.4862042555
598	0.4861093008
599	0.4859503171
600	0.4858912084
601	0.485790195
602	0.4855960688
603	0.4854119676
604	0.4854067477
605	0.4853384628
606	0.4851974985
607	0.4850706335
608	0.4848854322
609	0.4847703698
610	0.4846801528
611	0.4846685726
612	0.4844974292
613	0.4843143982
614	0.4840884915
615	0.4839867134
616	0.4838382391
617	0.4837336125
618	0.4837278947
619	0.4835188062
620	0.483510088
621	0.4834195786
622	0.4834126751
623	0.4832960466
624	0.4831577099
625	0.4831483396
626	0.4830451894
627	0.4829469417
628	0.4829446446
629	0.4828405272
630	0.4827614131
631	0.482620724
632	0.4825420953
633	0.4824336565
634	0.4824325261
635	0.482256041
636	0.4821522479
637	0.4820276713
638	0.4820000279
639	0.4818751912
640	0.4817127529
641	0.4815276447
642	0.4814801794
643	0.4814392545
644	0.4814354583
645	0.4813669415
646	0.4812905039
647	0.4812894853
648	0.4811428865
649	0.4810329433
650	0.4809343164
651	0.4807712996
652	0.4806504059
653	0.4806456586
654	0.4805246708
655	0.4803451478
656	0.4802511018
657	0.4800355399
658	0.4798838669
659	0.4798095061
660	0.4796734398
661	0.4795875091
662	0.4795800941
663	0.4795272981
664	0.4793191695
665	0.4791244675
666	0.4789508266
667	0.4788355915
668	0.4787886617
669	0.4786493859
670	0.4784356588
671	0.4782874859
672	0.4781883339
673	0.4781832674
674	0.4780618174
675	0.477934681
676	0.4778410838
677	0.4777426008
678	0.4776176305
679	0.4775982284
680	0.4774870378
681	0.4773593005
682	0.4773559873
683	0.4772640309
684	0.4771102455
685	0.4769972655
686	0.4769399497
687	0.4768349788
688	0.4767696162
689	0.4766300545
690	0.4765506213
691	0.4763744135
692	0.4762582716
693	0.4761152244
694	0.4760336006
695	0.4759949477
696	0.4758400002
697	0.4757578137
698	0.4757172453
699	0.4755350578
700	0.4754644437
701	0.4754616871
702	0.4753949849
703	0.4752760655
704	0.475103285
705	0.4749633184
706	0.4748183939
707	0.4747031392
708	0.4746778138
709	0.4745106658
710	0.4743287908
711	0.4741912582
712	0.4741168256
713	0.4739276058
714	0.4737845887
715	0.4737662647
716	0.4736235278
717	0.4735671045
718	0.4734295016
719	0.4733455013
720	0.4732282601
721	0.4731059317
722	0.4730881271
723	0.4730592783
724	0.4728973611
725	0.472844138
726	0.4728300726
727	0.4728255445
728	0.472697073
729	0.4726727131
730	0.4726410623
731	0.4725780127
732	0.4724680739
733	0.4723969201
734	0.4723107243
735	0.4723073649
736	0.4721741817
737	0.4721213923
738	0.4719968893
739	0.4718806236
740	0.4718469147
741	0.4716790324
742	0.4715432119
743	0.4714397167
744	0.471369918
745	0.4712083576
746	0.4710930599
747	0.4710259189
748	0.4709397756
749	0.4707617502
750	0.4707172022
751	0.4706265968
752	0.4704368013
753	0.470431009
754	0.4702468638
755	0.4701220885
756	0.4700184088
757	0.4699453324
758	0.4698720428
759	0.4698638467
760	0.4697480773
761	0.4696158737
762	0.469519508
763	0.4693943548
764	0.4692304463
765	0.4692119382
766	0.4692046167
767	0.46918683
768	0.4691851615
769	0.4690779888
770	0.4690486937
771	0.4688657895
772	0.4687833262
773	0.4686573926
774	0.4685193417
775	0.4685095489
776	0.4682871346
777	0.4681845292
778	0.4681112722
779	0.4679458074
780	0.4677944067
781	0.467713903
782	0.4675668496
783	0.4674589074
784	0.4674092306
785	0.4674085239
786	0.467333926
787	0.4671936783
788	0.4671564355
789	0.4670010886
790	0.4668578497
791	0.4667113253
792	0.4665979652
793	0.466540069
794	0.4664524561
795	0.4663981192
796	0.466276766
797	0.4662136084
798	0.4661123972
799	0.4660089936
800	0.4659940959
801	0.4659135851
802	0.4658658298
803	0.4658091682
804	0.4657460637
805	0.465567943
806	0.4655659144
807	0.4655620086
808	0.4655526617
809	0.4653963772
810	0.4653233201
811	0.465184811
812	0.4650411167
813	0.4648836877
814	0.4648795552
815	0.4647762437
816	0.4647589999
817	0.464652441
818	0.4646421156
819	0.4645014472
820	0.4643497532
821	0.4642577668
822	0.4642516741
823	0.4642226294
824	0.4641476334
825	0.4640466923
826	0.4640066557
827	0.4639086661
828	0.4639072613
829	0.4637041786
830	0.4636956172
831	0.4635249292
832	0.4634052001
833	0.4632401553
834	0.4632374238
835	0.4631392521
836	0.4630294162
837	0.4629026793
838	0.46286122
839	0.4627619082
840	0.4626272871
841	0.4624905509
842	0.4623410705
843	0.4622605204
844	0.462095542
845	0.4619261319
846	0.4618221481
847	0.4617504599
848	0.4617446332
849	0.4616458822
850	0.4616108479
851	0.4614736382
852	0.4613446501
853	0.4612581474
854	0.4611818045
855	0.4610799987
856	0.461035949
857	0.4608405358
858	0.4607563026
859	0.4606676125
860	0.4605551273
861	0.4604694515
862	0.4603257775
863	0.4602012469
864	0.4601878149
865	0.4601869273
866	0.4601726559
867	0.4600724241
868	0.4600466997
869	0.4599613858
870	0.4598962613
871	0.459798514
872	0.4597217412
873	0.4596005717
874	0.4595982433
875	0.4594934442
876	0.4594265331
877	0.4594252389
878	0.4592559942
879	0.4591646714
880	0.4590981027
881	0.4589368591
882	0.4588417761
883	0.458811055
884	0.4587145198
885	0.4585546157
886	0.4584825352
887	0.4583769681
888	0.4583165947
889	0.4582695854
890	0.4581141389
891	0.4580467074
892	0.4578847313
893	0.4577722299
894	0.4577350542
895	0.4576431189
896	0.4576382563
897	0.4575662951
898	0.4575549987
899	0.4575035815
900	0.4574544999
901	0.4573537215
902	0.4573224686
903	0.4572294164
904	0.4570509445
905	0.4570317818
906	0.4568558985
907	0.4568478173
908	0.456825687
909	0.4567142758
910	0.4566089965
911	0.4566062111
912	0.4565974595
913	0.4565532169
914	0.4564091107
915	0.4562508107
916	0.456209929
917	0.4561074724
918	0.4559824289
919	0.4558440024
920	0.4557764863
921	0.4557745909
922	0.4557735446
923	0.4556737661
924	0.4556261676
925	0.4555795399
926	0.4555701901
927	0.4555677315
928	0.4555411435
929	0.4554401854
930	0.4553468513
931	0.4551851169
932	0.4550558901
933	0.455009537
934	0.4549737373
935	0.4549056596
936	0.4548516063
937	0.4547665714
938	0.4547229964
939	0.4546699868
940	0.4545196034
941	0.4543677865
942	0.4543639988
943	0.454233564
944	0.4542247749
945	0.4540671494
946	0.4539390015
947	0.4538328168
948	0.4537611523
949	0.4537429635
950	0.4536490229
951	0.453493423
952	0.4533201652
953	0.453198268
954	0.453087731
955	0.4529373588
956	0.452865302
957	0.4528069832
958	0.4527498694
959	0.4526231372
960	0.4526218002
961	0.452484624
962	0.4524780277
963	0.4523889924
964	0.4523119389
965	0.4522945578
966	0.4522103674
967	0.4521782479
968	0.4520895578
969	0.45190766
970	0.4517618843
971	0.451635991
972	0.4515467964
973	0.4514589772
974	0.4514558712
975	0.4514128552
976	0.4512796591
977	0.4512508553
978	0.4510302308
979	0.4509528398
980	0.4508105433
981	0.4507379925
982	0.4506522056
983	0.4505809577
984	0.4505125415
985	0.4504134404
986	0.4503491535
987	0.4502268835
988	0.4500854073
989	0.4499623935
990	0.4497748065
991	0.4496706657
992	0.4494915934
993	0.4494205534
994	0.4493345148
995	0.4492103821
996	0.4490810923
997	0.4490550547
998	0.4490166744
999	0.4489026357
